x,y
1.8347292768964012,2.2617920199714248
2.2323555778830135,1.397583502333553
1.605139034054729,2.287493985518692
1.6559800427177944,3.2297875206618336
1.175476402184567,3.0355415916260053
3.1770942586171085,2.5857114644269545
2.3507183906538707,2.8685462810355595
1.3652711332820453,1.7122198447375772
1.5828715874273784,1.726587693291249
1.1155738324510136,1.8090673374758532
1.1006918083272255,2.345012524942226
2.5696981947796296,2.131112657468833
2.45542933431784,2.118142183073102
1.6417756635480014,2.257902540428793
1.581123780197836,1.9360850428540568
2.099017489455581,2.237177299201119
1.7177749285335369,1.668859866146959
1.9316266081661704,1.26481211591052
1.0523501985901063,2.4186505735536192
2.5000702150024514,2.357030666557706
1.980160267893082,1.614913493183313
2.376711885023446,2.7545663003531238
0.819877758381085,2.387836990203134
2.3326771473968746,2.232387188927606
1.4457228151839674,2.4746060053336745
2.0429744606126428,2.5406408953494384
2.397070159610832,1.3143054755281816
2.2968419451357094,1.2631136581827527
1.2743886184908082,1.8372850232744302
2.138825170932202,2.5386857023708007
2.0741492673217667,1.8830131049670153
1.59814438158763,2.183475193182827
2.032401030489281,1.232319843954438
1.763833706939663,1.8895200564459977
3.1836798236288866,1.753017896363473
1.9245905846208053,1.8638776975796416
1.9082736884632046,2.382307078885241
2.346523635112721,1.7884973787212755
1.9021929273467764,2.2362244109826115
2.5990334969162836,1.9136641789195499
1.5439217075914375,2.262611968309965
1.6040931144034754,1.9360495506779585
1.3256373392850085,2.6909117248638097
1.5413154959931248,1.9750908631295623
1.5930900296220376,0.9238357907266357
1.9992829628576883,1.5452479286108411
2.2976386995862867,1.615057138665475
2.594061015694225,2.179711648642233
2.0583016466206985,2.4772954406234353
1.9536432344471564,2.3798994783819354
2.1677552581211685,3.20968850319744
2.0636839704588215,1.822258684881609
1.1467674592223427,1.2647247329420401
1.474254155489545,2.500472530963482
1.801968765710666,2.0586372077623123
1.958241186126436,1.6346991824441188
2.116518990574311,1.7177672339083294
2.1674859177064247,2.2095147180562633
1.88957035956044,2.3602033564544835
1.4183264780298153,1.3774101258890514
1.6636089917569061,0.9899199593538999
2.077850339437619,2.8595285086670037
0.9530286354506341,2.1227814695771534
1.8962601315744816,1.4372997869830342
1.9338496783290204,1.9477952334157476
2.5660328744898293,1.822237490756051
1.3446374044948048,2.0929084154019866
2.5939901623729766,2.4183934429219756
1.9132753621550367,1.928411599426323
1.1858159084180697,2.31439958480141
2.3833979760818202,2.5224332359589066
1.79814775972568,1.898672695748444
2.2344519554020827,1.778308463478518
1.3745352420824914,1.942567856410935
2.2140126993405986,2.0456959561950097
2.095567356718223,1.946994380823865
2.868653287722741,1.6383923265717197
2.522229580942172,2.275057022849534
1.6212155666742238,2.979436347046341
2.2312014095650494,1.4873084167829658
1.889738255448903,1.8421381243585262
1.6795413971311834,1.5369465337997288
1.7107632796353576,2.001997185104162
2.6413702665915766,2.014404269203475
1.3186401768062468,2.741707522399835
2.208331630971567,2.4455374288865754
2.131028261965229,2.220151176667797
1.1546874081195622,2.118076237590969
2.1311969161999547,1.0645918081680903
2.304710765096984,2.195858621024334
1.9571248297364516,1.9340205076792942
1.705795179806946,2.3762760162964223
2.611879006271696,1.9283446588709634
1.7785642548449283,1.6698514135218938
2.261476045085409,2.1208783651333727
1.7673594275328666,0.8666657149036441
2.1960258389668756,1.6716797163919799
